alpha,gamma,delta,sigma,tau
0.230116887503234,0.111675862008323,0.00182846727110802,0.0235233503616927,0.0400468254754934
0.230156027422675,0.111673425386513,0.00188218512569745,0.023515470518325,0.0400290918688179
0.230194702557525,0.111670936603511,0.00192797287532749,0.02350863621964,0.0400137105156296
0.23023250660195,0.111668406576686,0.00196628952488148,0.023502809285636,0.0400005954955483
0.2302688952749,0.111665866389714,0.00199808261802919,0.0234978787111666,0.0399894970317619
0.230303326785159,0.11166334031795,0.00202457278329562,0.0234936886134208,0.0399800643732872
0.230335413406063,0.111660821609135,0.0020469850713421,0.0234900760427593,0.0399719308700682
0.230364888331825,0.111658291416147,0.00206625505144567,0.0234869118125999,0.0399648094125172
0.230391766867262,0.111655704163679,0.00208337187720094,0.0234840629787624,0.0399583937133031
0.230416190027473,0.111653013843548,0.00209886810270238,0.0234814504514552,0.0399525093742896
0.230438405320437,0.111650170180666,0.00211317556351663,0.0234790076484949,0.0399470107760835
0.230458704028321,0.111647144583193,0.00212848465658031,0.0234764128850692,0.0399411656720254
0.230477380369084,0.111643961803111,0.0021446871084189,0.02347367803401,0.039935004975116
0.230495099597013,0.111640853897568,0.0021609291115152,0.0234709082092355,0.0399287701580899
0.230511908829329,0.111637845292773,0.00217625332338734,0.023468274685783,0.0399228418849203
0.230527822556231,0.111634938572744,0.00218933424699946,0.0234660163651345,0.0399177576789935
0.230542972693645,0.111632133439208,0.00219952245818647,0.0234642611800901,0.0399137996340526
0.230557497075442,0.111629426813255,0.00220745843810008,0.0234628953927801,0.0399107172985542
0.23057148369732,0.111626814899264,0.00221375273240213,0.0234618130773417,0.0399082723354115
0.230584954103131,0.11162429549683,0.00221887888106788,0.023460932303287,0.0399062804111677
0.230597916331282,0.11162186742995,0.00222312976693041,0.023460202811737,0.0399046284679512
0.230610374994517,0.111619527762383,0.00222667748943473,0.0234595951744794,0.039903250327658
0.230622516507633,0.111617187798953,0.00222964284454948,0.0234590929316849,0.0399021089918389
0.230634522235896,0.111614764989081,0.0022321403724953,0.0234586805019365,0.0399011694237899
0.23064617732968,0.111612352960285,0.0022342667056922,0.0234583366960491,0.0399003839562968
0.230657239321564,0.111610045524959,0.00223596735151716,0.0234580661156004,0.0398997629469468
0.230667397594612,0.111607920189863,0.0022372494068152,0.0234578661862326,0.0398993006142765
0.230675862336864,0.111606050257048,0.00223822782820206,0.0234577249489249,0.0398989700588772
0.230681785163442,0.11160442850245,0.00223905209521846,0.0234576326889846,0.0398987494311723
0.23068500080924,0.11160295904705,0.00223983460091737,0.0234575819744088,0.0398986220294448
0.230686879904153,0.111601431344623,0.00224062090524398,0.0234575609029355,0.0398985611021916
0.230687987447905,0.111599765883513,0.0022414800498584,0.0234575551731747,0.0398985345066656
0.230688494146063,0.111597931470447,0.00224244935097659,0.0234575546720943,0.039898528336722
