alpha,gamma,delta,sigma,tau
0.253249542879281,0.123637330466098,0.00636295790474313,0.0202758047653393,0.0866084750366117
0.251812705874692,0.123893783044932,0.00616246942711654,0.0203014552827672,0.0857619276245802
0.250303573186541,0.124134807741983,0.00596748479027612,0.020328387354511,0.0849120104326687
0.248748026944397,0.124358403895302,0.00578417810602859,0.020355372014985,0.0840598639153889
0.247179600930404,0.124557051865626,0.00560729065613055,0.0203844218511855,0.0832139474099847
0.245625203496503,0.124728321360978,0.00543259896159671,0.0204172661662375,0.08238162856307
0.244116011768554,0.124867901626981,0.0052651660040251,0.0204527571871666,0.0815636658746944
0.242672222785935,0.12497332193187,0.00510591759516578,0.0204908381224955,0.0807627380615573
0.241303656315275,0.125045391515557,0.0049556014276877,0.0205313923697293,0.0799809560524335
0.240033768114768,0.125084450932173,0.00481511802719744,0.0205736024035468,0.0792193384341018
0.23886449584322,0.125093982953008,0.00468983459002669,0.0206155209547073,0.0784757168673736
0.237793035515535,0.125076114179927,0.00457576709443919,0.0206581600399418,0.0777537878438846
0.236809244936817,0.125034471604557,0.00446554860632082,0.0207034868331659,0.0770591262025056
0.23589359742582,0.124974314422247,0.00436439452689142,0.0207498127340863,0.0763889448648356
0.235039361511033,0.124898129424956,0.00427237094683809,0.0207969255065069,0.0757434442944585
0.234222967999655,0.124811769936643,0.00419537353247269,0.0208427692950744,0.0751185240583559
0.233438273175881,0.12471751793633,0.00412527898063829,0.0208892707616726,0.0745186532480754
0.232677643557667,0.124617787432342,0.00405989180412587,0.0209367647442218,0.0739444955542249
0.231930394133066,0.124515710559662,0.00400277862844558,0.0209837451496302,0.0733926597196794
0.231215899657618,0.124408325054849,0.00395340383074553,0.0210299156195469,0.0728624474385623
0.230537440276693,0.124295894600077,0.00390636762007793,0.0210761811208413,0.0723556557976834
0.229902184889053,0.124177913872873,0.00386210286648412,0.0211220112528427,0.071870657457549
0.229317048347523,0.124053751042019,0.00382254695571794,0.0211666513703811,0.0714050406285266
0.228791066390005,0.12392245562587,0.00378832124150553,0.0212097281129442,0.0709570777591667
0.228321875200029,0.123784957159465,0.00376125191802221,0.0212506327045779,0.0705244014714632
0.227905072261839,0.123642535480239,0.00374101352749569,0.021289320962313,0.0701059007473439
0.227558833193522,0.123492396009016,0.00372629187337283,0.0213260810462441,0.0697012052399506
0.227266528744487,0.123337943786625,0.00371392536620388,0.0213615624831191,0.0693108344538172
0.227025928238696,0.12317999264734,0.00370155055617691,0.0213962346059438,0.0689348854085716
0.226835856299555,0.123019147034368,0.00368907877794026,0.0214299967959532,0.0685721199315039
0.226694617419203,0.122856043551972,0.00367744397839599,0.0214625144024617,0.0682207285719764
0.226600274007077,0.122691285629341,0.00366788591284098,0.021493409587504,0.0678787980332767
0.226554343895991,0.122524819699566,0.00366121251629771,0.0215224470344844,0.0675447740687532
0.226558068185164,0.122356589755404,0.00365809477137927,0.0215494556382911,0.0672173177016373
0.226600955827664,0.122188356357095,0.00365953758463792,0.021574247851724,0.0668951305852058
0.226674720587936,0.122021311322746,0.00366209316692883,0.0215977486521679,0.0665795045380118
0.226790313528954,0.121853624551509,0.00367199832018511,0.0216183745761064,0.0662660601461794
0.226937065677153,0.121686814154861,0.00368725523674318,0.0216365890354384,0.0659552465407289
0.227122160322737,0.12151950853716,0.00371262488032601,0.0216511237128095,0.0656436417377787
0.227332348414722,0.121353371651038,0.00373929406231789,0.0216641712298931,0.0653358140719838
0.227578698451081,0.121186713942875,0.00376777975977375,0.0216754485126523,0.0650308200446091
0.227836822757047,0.121022987386951,0.00379775863939369,0.0216852059524334,0.0647289484938238
0.228106191694231,0.120862491351971,0.00382688272229351,0.0216940165385756,0.064431124834078
0.228375663074202,0.120707161982403,0.00385408488062138,0.0217021792887558,0.0641376264437073
0.228639969233211,0.12055792549641,0.00387860573402652,0.0217099081708686,0.0638485140381405
0.22889359406705,0.120415381633866,0.00390127020983266,0.0217171140631057,0.0635631909764217
0.229135829367927,0.120279137920804,0.00391546226762343,0.021725605921893,0.0632853631464187
0.22935484457712,0.120150327042662,0.00392118895844039,0.021735584816035,0.0630152155264941
0.229538953612986,0.120030086250446,0.00392667410505878,0.0217451893674241,0.0627478619744121
0.22966137646994,0.119921652717626,0.00393725536851519,0.02175333036907,0.0624803531825304
0.229711099054104,0.119826151603887,0.00394529503258895,0.0217621399758727,0.0622172121105862
0.229682187910322,0.119743854838816,0.0039407249564188,0.0217743623762139,0.0619644880395317
0.229593889172362,0.119670999273293,0.00392042798323704,0.0217908804207243,0.0617241101757604
0.229501929690081,0.119597324342195,0.00389196786541857,0.0218099429762674,0.061492027935396
0.229401746028187,0.119523198505897,0.00386330138400807,0.0218295640858454,0.0612639827162768
0.229237585800258,0.119457405300564,0.00384430985205209,0.0218474762718403,0.0610351845435059
0.229020802701329,0.119397758615838,0.00382731470309908,0.0218656949511058,0.0608104196853202
0.22875931670882,0.119343018420225,0.00380724561605503,0.0218854825391215,0.0605926456012213
0.228482576739979,0.119287695708184,0.00378906690653118,0.0219055719126802,0.0603791552367698
0.228201027976654,0.119230369622102,0.00377064047955779,0.0219264284790443,0.0601712066642917
0.227919059141265,0.119170908277426,0.00375461094188296,0.0219472020596387,0.059967124652795
0.227638562629334,0.119109714581634,0.00374237642322831,0.0219673324758369,0.0597659367648781
0.227372499676275,0.119045024843867,0.00373304290539953,0.0219869988822131,0.0595682028345728
0.227123332684235,0.118977087498857,0.0037274489226009,0.0220058292775181,0.0593732943522734
0.226897103042969,0.118905362566463,0.00372354680442203,0.0220243008484718,0.0591824216599143
0.226692486872998,0.118830722278579,0.0037202923133522,0.0220425591209697,0.0589960280157683
0.226519975002078,0.118751682078905,0.00371494193703817,0.0220613223871789,0.0588156696067847
0.226370699993224,0.118670291432393,0.00370999877141154,0.0220797924890227,0.0586395697087167
0.226244973733742,0.118586931912764,0.00370506399373229,0.0220979863713319,0.0584676983849125
0.226140053150786,0.118502529311783,0.00370231086083508,0.0221152355555992,0.0582984341431539
0.226046320296483,0.118419112206909,0.00370313731903241,0.0221310789183216,0.0581305293000405
0.225966909866538,0.118336377345085,0.00370710419722178,0.0221455561562176,0.0579637751586404
0.225897705837637,0.118255162641005,0.0037146303398333,0.0221584956118661,0.0577974612361208
0.225839117952092,0.118175437752308,0.00372533806429972,0.0221699716635029,0.0576314382053591
0.225792719752998,0.118096879909062,0.00373840831120546,0.0221802265500814,0.0574659818911389
0.225756423164618,0.118019761589888,0.00375213122041455,0.0221897891429321,0.0573020673547233
0.225731848420679,0.117943699486348,0.00376494883098834,0.0221991506668617,0.0571406070495163
0.225714542435107,0.117869383823506,0.00377819684547402,0.0222079255215998,0.0569804872171529
0.225708075011078,0.117796157167156,0.00379339609721697,0.0222156539403284,0.0568204423719589
0.225702509791361,0.117725573385917,0.003811387405071,0.0222221149084106,0.0566598063419221
0.225701760407611,0.117656867406139,0.00383207198451079,0.0222273399912282,0.0564985398802845
0.225705322884294,0.117589975812766,0.0038550953022114,0.0222314492406772,0.0563368549610074
0.225706946653592,0.117525779838113,0.0038800002527073,0.0222345861467419,0.0561750864977561
0.22571431168672,0.117462953423939,0.00390524234257288,0.022237199050163,0.0560142041288739
0.225728058389303,0.117401335016935,0.00392903192748327,0.0222398249025974,0.0558553759796048
0.225747666061443,0.117340952399773,0.00395021067873979,0.022242790792805,0.0556993566479092
0.225777775592042,0.117280942130605,0.00396621332166884,0.0222468491787474,0.0555478044602332
0.225819675868205,0.117220942262952,0.00397646602716312,0.0222521625303269,0.0554010538598693
0.22587599012256,0.117160372824411,0.00398233869297097,0.0222583689687536,0.0552581261382559
0.225958965939167,0.117097161610872,0.00398763349377786,0.0222642976623342,0.0551162945419661
0.226076614657872,0.117029964870513,0.00399552077281458,0.0222689907811651,0.0549732175253618
0.226241020272635,0.116956860451415,0.00400954964998025,0.0222713901865818,0.0548262623425213
0.226462730514143,0.11687629026637,0.00402499012730838,0.0222728485616946,0.0546781821853355
0.226755026623967,0.116786971159806,0.00405165665747376,0.0222702925259748,0.0545217187069557
0.227114514543233,0.116689347151768,0.00408103762492726,0.022266220197207,0.0543622026974674
0.227543007095762,0.116583983263284,0.00412633438714473,0.022256629356812,0.0541902861649578
0.228029994109407,0.11647245562342,0.00418103659537354,0.0222434898155886,0.0540100655256677
0.228573114074112,0.116356241184054,0.00424016853722662,0.0222280097139389,0.0538237600973612
0.229158530256692,0.116237028124709,0.00430275421609047,0.0222106312331858,0.0536319467642765
0.229778308178798,0.116116954667232,0.00436660897234505,0.0221917557799001,0.0534350310494557
0.230422103036878,0.115998076490862,0.00443170748135365,0.0221713070315718,0.0532322331833684
0.231077763008777,0.115881966109917,0.00449868967134072,0.0221491133963848,0.0530226636729886
0.231733986259992,0.115769767051433,0.00456714712990564,0.0221253793399917,0.052806263641171
0.232382969146397,0.115663317674817,0.00463470368717828,0.022100650640565,0.052583739997592
0.233018528853598,0.115563316477911,0.0046997432171581,0.0220754687193244,0.0523558186746783
0.233636888175865,0.115469955894963,0.00476059096163788,0.0220504411174796,0.0521233779005151
0.23423620230153,0.115383024730226,0.00481593651055242,0.0220260901147238,0.0518871062004881
0.234815804606283,0.115302030457832,0.004864831841453,0.0220028464427255,0.0516475055557294
0.235375244770308,0.115226337991369,0.00490867775636031,0.0219805308881676,0.0514037575457726
0.235913528159739,0.115155266168605,0.00494912489788722,0.0219589804164954,0.0511551917998172
0.23642869386545,0.115088361238411,0.00498270641087673,0.0219396413786432,0.0509046996760889
0.236916706315586,0.115025776093439,0.00500023801260773,0.0219254960217884,0.0506588068036479
0.237369483948962,0.114968430678108,0.00501039032696756,0.0219145592567275,0.0504128199809531
0.237778555539919,0.114917283003988,0.00500653995350789,0.021909032462765,0.0501714865991271
0.238139117870282,0.114871816018455,0.00499795747528682,0.0219060230349869,0.0499279733605021
0.238443621206458,0.114833066525738,0.00499110683513483,0.0219033421978616,0.0496770544209865
0.238688288075956,0.114800782346683,0.00498425658444594,0.0219015328892475,0.0494199015251753
0.238873687956691,0.114774521013672,0.00497208770909463,0.0219023781734152,0.049160720090597
0.239021381343811,0.114750655016925,0.00494901274175211,0.0219077304875339,0.0489040188607105
0.239138599665654,0.11472863550029,0.00491873329659311,0.0219166527534895,0.0486481321018977
0.239228099489101,0.11470851801446,0.00488628814272352,0.0219277502839535,0.048390569253606
0.239286053516933,0.114690093453039,0.00484501282521854,0.0219432693144487,0.048136762215104
0.239311530717451,0.114672455005997,0.00480041706073925,0.0219614419603722,0.0478831645207788
0.239314189057008,0.114654098578344,0.00475139865659828,0.0219823408453074,0.0476303525347012
0.239305686808924,0.114632994022439,0.00469678078471789,0.0220060300477942,0.047379073295698
0.239287649422546,0.114608888746581,0.00463989913781646,0.0220312840166054,0.0471270907195377
0.239257635355487,0.114582069373198,0.00458496925780698,0.0220565117291733,0.046871566090337
0.23921929126032,0.114552407935288,0.00453291754266008,0.0220812173048481,0.0466119688959109
0.239176981332038,0.114520007120925,0.00448195399493244,0.0221057129872763,0.0463497345488467
0.239126692006126,0.114485740560283,0.00442944426004071,0.0221308689016175,0.0460875713900901
0.239063581286768,0.114450283155399,0.00438332634441394,0.0221542475271885,0.0458209047948382
0.238988352618922,0.114413440602947,0.00433669713932856,0.0221782268677416,0.0455559347126308
0.238907769092852,0.11437394934632,0.00428505715994558,0.0222044242989595,0.0452971385557292
0.238826786417191,0.114330863902635,0.00422549716582876,0.022233910861008,0.0450477655626899
0.238729361587045,0.114287206212107,0.00415764422553461,0.0222669346934049,0.0448091077015669
0.238605839241218,0.114244846723493,0.00408657310916918,0.0223019806664873,0.0445785652161761
0.238446952425895,0.114205752837346,0.00401810080769435,0.0223370526503304,0.044352480143696
0.238269979210045,0.11416618267365,0.00395191501645071,0.0223723273484304,0.0441319241798316
0.238084794537289,0.114124263913692,0.00388068077213665,0.0224101603034107,0.0439228197921653
0.237896495961899,0.114079467846574,0.00380303163099256,0.0224506203406329,0.0437258721546272
0.237707889126353,0.114031825775995,0.00372077213894045,0.0224924659670034,0.0435387106109456
0.237515718060549,0.113982591392952,0.00364315739656854,0.0225317075895107,0.0433526732872924
0.237328050091499,0.113930905260329,0.00355029695248661,0.0225744472370631,0.0431816855641205
0.237149752553764,0.113876155379041,0.00345322888168856,0.0226167198675015,0.0430168993400524
0.236974269837795,0.113820207479649,0.00335548237985679,0.022657005437992,0.0428551204609796
0.236808018595963,0.113762171113554,0.00327081927740326,0.022690606748828,0.0426860814197143
0.236649189744265,0.113702893527308,0.00317301217135811,0.0227266275102418,0.0425302635892832
0.236499452113433,0.113642387107567,0.00307541687438561,0.0227611971908961,0.0423790220977271
0.236358011871689,0.11358116824162,0.00299011193188916,0.0227909436916642,0.0422249326769543
0.236223706801758,0.113519749453301,0.00290993124264509,0.0228192257388752,0.0420755219504217
0.236094278773261,0.113458809726685,0.0028314575338873,0.0228481332070496,0.0419354791959099
0.23596819201305,0.113398835653444,0.00277492589931808,0.022871431673222,0.0417908750054297
0.235849300378936,0.113339183186617,0.0027178220515634,0.0228969858253148,0.0416592881838816
0.235738427364461,0.113279801459663,0.00267977417156767,0.022918050536497,0.0415256841440285
0.235630287385037,0.113221761357471,0.00264797216519688,0.0229384883749327,0.0413986020188077
0.235530261828547,0.113164033553487,0.00262608168953873,0.0229565500938619,0.0412740358738089
0.235437932534503,0.113106589580549,0.00260988374238306,0.0229730463207937,0.0411535284555804
0.235348821446141,0.113050166829699,0.00259775943989706,0.0229880698752986,0.0410370791598064
0.235267294378504,0.112993804709075,0.00258576919692111,0.023002639226847,0.0409266863357313
0.235189046617338,0.112938173827241,0.00256884203282712,0.0230181528237603,0.0408251865863799
0.235111221995374,0.112883681637603,0.00254087528893833,0.0230363320344821,0.0407361466464091
0.235035304484691,0.112829925103398,0.00250036217586611,0.0230576845560852,0.040660262536748
0.234959388535445,0.112777094927754,0.00244820540075825,0.023081929152705,0.0405965831813598
0.234869607873042,0.112727680463796,0.00238412845217045,0.0231091098848134,0.0405448795276906
0.234759430241509,0.112682746792415,0.00231314892026259,0.0231377226495283,0.0405015280534561
0.234623587007448,0.112643156902869,0.00226168251933797,0.0231594991618464,0.0404480168766179
0.234463497724896,0.112608496835874,0.0022191746378517,0.0231773770779715,0.0403908872612999
0.234281296577147,0.11257829451555,0.00217813808458382,0.023193658313049,0.0403351098251639
0.234089468518124,0.112549818794367,0.00212230642007692,0.0232131028855985,0.0402913127483233
0.233898003456753,0.112520983862516,0.0020610818303895,0.0232333778028651,0.0402540745775623
0.23370963355681,0.112491502346039,0.00200468088010683,0.0232517507132655,0.0402172084484503
0.23352533061959,0.112461493294498,0.00193889384607304,0.0232722123867422,0.0401896018721932
0.2333462656544,0.112431044725228,0.00186649574426095,0.0232940350099803,0.0401696032032816
0.233175401785154,0.11239977461951,0.00179746611749022,0.0233146604220141,0.0401513628758522
0.233013134286043,0.112367952080423,0.00173123134030825,0.0233342567446077,0.0401352361490371
0.232863748316251,0.11233488957203,0.00166041716711095,0.0233549681471379,0.0401259690122439
0.23272524728268,0.112301263907725,0.00158565222688686,0.0233767386963277,0.0401232968798721
0.232599099853161,0.112266906951533,0.00151448860421213,0.0233976878710383,0.0401228611061154
0.232482384308814,0.112232563906862,0.00145088546059874,0.0234166999396461,0.0401220829674375
0.232374863438097,0.112198329332255,0.00139035664295157,0.0234348913479654,0.0401233383644288
0.232275384282311,0.112164459374041,0.00133031835763164,0.0234528657703797,0.0401278302102572
0.232182396113605,0.11213125955589,0.00127049558306227,0.0234706744204378,0.0401354947407883
0.232093514208726,0.112099188741796,0.00121266391283804,0.0234878957792481,0.0401452121353576
0.232005883936654,0.112068782884466,0.00115967572312763,0.0235039238034709,0.0401553447592744
0.231917936225117,0.11204028777798,0.0011137828914928,0.0235182712933647,0.040164606491838
0.231829134471062,0.112013705022988,0.0010758565090264,0.0235307744574394,0.0401724399675088
0.231739091223466,0.111988995699711,0.00104544605940502,0.0235415962920169,0.0401789382928602
0.23164535821432,0.11196659723635,0.00102165499903597,0.0235509493031603,0.0401843980458336
0.231548835779417,0.111946263756479,0.00100357394954662,0.023559051872573,0.0401891070422335
0.23145185084508,0.111927497682533,0.000990871050556142,0.0235659789574072,0.0401930381524197
0.231357332775459,0.111909702328569,0.000982948684315873,0.0235718444479293,0.0401962622670093
0.231267841098821,0.111892358644515,0.000978999365698533,0.0235768003072314,0.0401989503868622
0.231183984472191,0.111875350887243,0.000977539086271187,0.0235811270166389,0.0402015785588672
0.231105481518833,0.11185871976274,0.000977467967269313,0.023585007367324,0.0402044566658241
0.231032819162425,0.111842285754868,0.000976732288179925,0.0235888232967061,0.0402082898716316
0.230965911644783,0.11182596442138,0.00097420501137413,0.0235927720212042,0.040213367897167
0.230900486335557,0.111810592491063,0.000970720375461461,0.0235966431496939,0.0402191485436044
0.230834505690581,0.111796480195246,0.00096614535470673,0.0236004474600779,0.0402255224035899
0.230763462626871,0.111784527163256,0.000959887250424923,0.0236042636459963,0.0402325698492288
0.230685830170417,0.111774941668535,0.000950929320181081,0.0236083315965335,0.0402405631291062
0.230599683833259,0.111768111318596,0.000940399170846372,0.0236124900374143,0.0402490969040744
0.230505808796952,0.111763845360339,0.000928898045391067,0.0236167033417595,0.0402580069537279
0.230407698318384,0.111761390678655,0.000917620113073994,0.0236208326559473,0.0402669460236343
0.230312084083997,0.111759310847959,0.000907488755415292,0.0236248363167093,0.0402756727599839
0.230217026152107,0.111758319868732,0.000899608991833361,0.0236284478019331,0.040283660086826
0.230120272158409,0.111759118958399,0.000894384272501241,0.0236315263531904,0.0402905048770079
0.230026230818134,0.111760863034431,0.000892447926893453,0.0236339755103482,0.0402959503724971
0.229939375131107,0.111762653388073,0.000893257524527898,0.0236358781987852,0.0403001895152397
0.229860731222473,0.111764246727809,0.000895135380953687,0.0236374710492648,0.0403037450321799
0.229795962161777,0.111764415097008,0.000896681407267254,0.0236390645630736,0.0403073100879186
0.229742986564921,0.111763486277908,0.000897263803038617,0.023640721864432,0.0403110235670784
0.22970158972958,0.111761378599935,0.000896518121287428,0.0236425122098429,0.0403150392927455
0.229670349477015,0.111758293426025,0.000895677666524453,0.0236442234000365,0.0403188788009383
0.229647259718917,0.111754575089689,0.000896149831675669,0.0236456034893953,0.0403219805383818
0.229630869914578,0.111750423140198,0.000898372061815057,0.0236465836766454,0.0403241829110671
0.229619416556078,0.11174615461052,0.000902106234006835,0.0236471912602397,0.0403255472572814
0.229612127524571,0.111741847738718,0.000906780930647131,0.0236475225949089,0.040326290318507
0.229607169613142,0.111737820271104,0.000911692855622328,0.0236476731012905,0.0403266267504945
0.229603687319576,0.111734155089647,0.000916311561583052,0.0236477269917301,0.040326745997946
0.229601106432936,0.111730883522367,0.000920315576637818,0.0236477420772898,0.0403267781112796
0.229599160118734,0.111727990036755,0.000923609796637866,0.0236477509714542,0.0403267935280539
0.229597635196858,0.111725465926542,0.000926245328615197,0.0236477569997742,0.0403268028578914
0.229596443290125,0.111723286683072,0.000928314153584046,0.0236477585647136,0.0403268049877214
0.229595513845822,0.111721433894633,0.000929918837509397,0.0236477598888464,0.0403268066899451
0.229594804646933,0.111719884266554,0.000931161285191975,0.0236477631355125,0.0403268107114433
0.229594222317873,0.111718613785502,0.000932113983618274,0.0236477641913527,0.0403268119951089
0.229593653785404,0.111717585830503,0.000932872491117015,0.0236477668470338,0.0403268151290166
0.229593114578697,0.111716743063184,0.000933487055787885,0.0236477692620905,0.0403268179036515
0.229592658024636,0.111716031298574,0.000933997834894797,0.0236477714652659,0.040326820364088
0.229592302392643,0.111715418507602,0.000934428599388521,0.0236477735180376,0.0403268225897832
0.229592039824829,0.111714893637038,0.000934789548070822,0.0236477754967554,0.0403268246692352
0.229591852364212,0.11171445864142,0.000935073730128954,0.0236477761784796,0.0403268253606572
0.229591727558678,0.1117141151591,0.000935290853579503,0.0236477768101969,0.0403268259443025
0.229591664659919,0.111713856165062,0.000935458296257885,0.0236477783250377,0.0403268270211117
0.229591676055967,0.111713668009744,0.000935570027687288,0.023647778241415,0.0403268260020293
0.229591821318598,0.11171353534557,0.000935667335733309,0.0236477735437625,0.040326814603531
0.229592221458536,0.111713448637005,0.000935834017152105,0.0236477508944977,0.0403267628155575
0.229593112370373,0.111713393833426,0.000936262580572028,0.0236476822164183,0.0403266059807563
0.229595030604775,0.111713302674228,0.00093724647270432,0.0236475203188871,0.040326239404448
0.229598853385814,0.111713041932936,0.000939269941810158,0.0236471909177833,0.0403254974281684
0.229605412858147,0.111712509578885,0.000943042755912171,0.0236465946072206,0.0403241534233802
0.229615152824415,0.111711666780618,0.000949496094551403,0.0236455953057301,0.0403219041714805
0.229628404630548,0.111710496230563,0.000959755424748634,0.0236440428316625,0.0403184102807377
0.229645213654261,0.111708991993801,0.000975077605699032,0.0236417768575079,0.0403133110137663
0.229665545043915,0.11170719997559,0.00099680727459188,0.0236386282413661,0.0403062258008595
0.229689339149085,0.111705162693346,0.00102613902533251,0.0236344526008466,0.0402968297811296
0.229716289130202,0.111702884312377,0.00106402484926735,0.0236291461001915,0.0402848893233385
0.229745975296755,0.111700425833811,0.00111107779816447,0.0236226444863663,0.0402702583357112
0.229777902397528,0.111697968997335,0.00116733137958039,0.0236149351698167,0.0402529115344352
0.229811791071334,0.111695463601523,0.0012322948793425,0.0236060851095785,0.0402329980367673
0.229847314332254,0.11169290030982,0.00130470466472491,0.0235962471837944,0.0402108617942267
0.229884090596634,0.111690328408851,0.00138261148416363,0.0235856536409565,0.0401870253641385
0.22992162794302,0.111687886043801,0.00146352818029692,0.0235746031457824,0.0401621588748873
0.229959982284067,0.111685456723478,0.00154471355269606,0.0235634384527336,0.0401370352802033
0.229998918617842,0.111683038188656,0.00162367679728149,0.023552477386404,0.0401123696730969
0.230038172736301,0.111680642138791,0.00169830695918961,0.0235419989294137,0.0400887897520357
0.23007754217091,0.1116782592415,0.00176694177003389,0.0235322321116152,0.040066813162743
