alpha,gamma,delta,sigma,tau
0.230025924930918,0.115585841169597,0.00238373375595677,0.0236020638816414,0.0279800235673839
0.228950420341232,0.115507658197604,0.00240154101790814,0.023606790033944,0.027987586124979
0.227533949375229,0.115431350453852,0.00241507144914772,0.0236128943040133,0.0279983203255035
0.225894687547083,0.115355823964543,0.00241719079941416,0.0236229066142434,0.0280181955055935
0.223985956266009,0.115280387294891,0.00240678432684087,0.0236374529770399,0.0280480756589251
0.221974173769759,0.115203877937317,0.00239281016280691,0.0236536440268634,0.0280816555014459
0.219898840939641,0.115125520227236,0.00238087796268181,0.0236697539106256,0.0281152999490076
0.218021024587664,0.115043983892836,0.00237142876648444,0.0236858040011469,0.0281485147167406
0.21633228080307,0.114959088656428,0.00236241309840128,0.0237024892876018,0.0281831541727562
0.214855832257073,0.114870738914702,0.00234978791827886,0.0237211515843513,0.0282222326820809
0.213638435441558,0.114778903876896,0.00233391256573592,0.0237415349879766,0.0282654217779294
0.212777121495418,0.114683577164046,0.00232358007489169,0.0237605727809865,0.0283052991741639
0.212227823960931,0.11458523821624,0.00231158026384791,0.0237805664361046,0.0283473205107044
0.211802117881515,0.114484535267797,0.00230199198977346,0.0238000620208622,0.0283882217604607
0.211528605013338,0.114381575581685,0.00229631612809608,0.0238184737964725,0.0284266831598903
0.211500093569361,0.11427644434308,0.00229434256391997,0.0238357848842976,0.0284626885908914
0.211543710422238,0.114170262329888,0.00229513757106252,0.0238522862192431,0.0284968858503752
0.211966711963765,0.114062544963018,0.00229818008040795,0.0238680409178965,0.0285296496032878
0.212608894350014,0.113954517168445,0.00230209765028535,0.0238834987423073,0.0285615199379926
0.213183083010458,0.113847879640942,0.00230756529403264,0.0238983049337855,0.0285919412559199
0.213830063920385,0.113742808182676,0.00231358705300921,0.0239126679405375,0.0286213695925841
0.214478586041758,0.113640144295338,0.00232020316003254,0.0239264637497313,0.0286495345951479
0.215067139321965,0.113540562011524,0.00232763758320677,0.0239395254445925,0.0286760437227747
0.215597977050863,0.113444353236405,0.0023365341103341,0.0239515584951511,0.0287002095236966
0.216104909478563,0.113351553325722,0.00234730255238521,0.0239623686755258,0.0287215653416231
0.216627498776241,0.113262063569798,0.00236010732474055,0.0239718736951383,0.0287398963909525
0.217191523649134,0.113175757843386,0.00237458935751552,0.0239802119275911,0.0287554906750938
0.217799424166765,0.113092556480426,0.00239026450600433,0.0239875779348202,0.028768771496486
0.218430948575492,0.113012466019728,0.00240724878951104,0.0239939240167586,0.0287796131001652
0.219047116447062,0.112935572870774,0.00242538035958554,0.0239993079622524,0.0287881275349676
0.219604974119489,0.112861967400572,0.00244458271301258,0.0240037645675655,0.0287943743111153
0.220075938234474,0.112791648725708,0.00246509237425595,0.024007222181268,0.0287981826327226
0.220456875327177,0.112724481804188,0.00248710341469426,0.0240096309919545,0.0287994394407041
0.220769817796213,0.112660221063241,0.00251040251324218,0.0240110938239591,0.0287983850929431
0.221026626007759,0.112598673149201,0.00253432729328393,0.0240118789123009,0.028795639655629
0.221207775704571,0.11253980105114,0.00255800296343704,0.0240123302141934,0.028791993509744
0.221440895129328,0.112483121749664,0.00258101685336189,0.024012574400608,0.0287878474014364
0.22185743770402,0.112428180455982,0.00260164700387958,0.0240132927060047,0.0287845527875812
0.222400545111534,0.112375120257359,0.00261962945094254,0.02401458067069,0.028782435100576
0.223153989974012,0.112323599105053,0.00263527761074214,0.0240163165330814,0.0287812340195378
0.224160690168231,0.112273384454514,0.00265017676741041,0.0240178815352312,0.0287796544992493
0.225471579703958,0.11222429914171,0.00266577297599492,0.0240187418143708,0.0287764222144663
0.227078432622666,0.112176298113776,0.00268300877601417,0.0240186103744322,0.0287708174133132
0.229153396425208,0.112129360061658,0.00270375978961962,0.0240167120099166,0.0287611753375404
0.231548721931028,0.112084251021449,0.00273159373311678,0.0240117912129999,0.0287446621376662
0.234294490230278,0.112041290066401,0.00276420875461879,0.0240047554024506,0.0287233128467227
0.237246349033743,0.112001865881279,0.00281341893816634,0.0239910182639366,0.0286868760378719
0.24006773573227,0.1119671005557,0.00286614028615143,0.0239757040626714,0.0286467282363923
0.242584812469696,0.11193848869533,0.0029292325870854,0.0239560002053907,0.0285966024678412
0.244685846851952,0.111916251812033,0.00300174144137177,0.0239322618337284,0.0285372832226299
0.246421279120762,0.111900132414734,0.00307754423890895,0.0239067389006094,0.028473802564943
0.2477164251427,0.111890479483928,0.00315415875108144,0.0238802462909002,0.0284079534791672
0.248609695863573,0.111886664684609,0.00323093958527681,0.0238529649547369,0.0283400994752314
0.249266608419516,0.111887471960842,0.00330767561060521,0.0238248982282737,0.0282702094474367
0.249672863865738,0.111892392810023,0.00338404187699081,0.0237961126117889,0.0281983984863371
0.250008200333744,0.111900312676646,0.00345856270174923,0.0237670884986134,0.0281257191840257
0.250251492271412,0.11191089454757,0.00352953015251177,0.023738462839415,0.0280535770350875
0.250480198074101,0.111923583217229,0.00359542592243624,0.0237108147858136,0.0279832458311608
0.25066993688078,0.111938122148166,0.00365536468737135,0.0236845323256732,0.0279156311342962
0.250850208005503,0.111954221695226,0.00370876523093314,0.0236599331652271,0.0278513461335852
0.251030032521554,0.111971436372805,0.00375522735160114,0.0236373660135291,0.0277910793793454
0.251182627926231,0.11198930944467,0.00379842348693607,0.0236157131978063,0.0277323653544722
0.251291355255715,0.112007287243895,0.00382988603428526,0.0235985518563196,0.0276832245398089
0.251332272257531,0.112024886268625,0.00385013573075389,0.0235860780432365,0.0276440741925401
0.25126571878816,0.112042074382654,0.0038625460220902,0.0235770324896933,0.0276120355120231
0.251040257657569,0.112058941293508,0.00387285167768447,0.0235691469216021,0.0275820329791909
0.250564443458922,0.112075843151326,0.00387937443438798,0.0235631255686216,0.0275554725070393
0.249801497528905,0.112092379330414,0.00387942758856147,0.0235601506667933,0.0275350492879276
0.248887826059177,0.112106946250803,0.00387233941456364,0.0235607112710943,0.0275219147963706
0.247861603589338,0.112118824197527,0.00386113110303168,0.0235638428940144,0.0275138200268876
0.246692774465924,0.112127868376006,0.00384547213418256,0.023570064367037,0.0275118673511554
0.245433890229039,0.112133789106007,0.00382374459488324,0.023580427585885,0.0275185032095813
0.244167676675384,0.112135836900433,0.00379864070386288,0.0235938916174561,0.0275314505276609
0.242837160155291,0.112133887299984,0.00376388695280179,0.0236130349217891,0.0275564114321705
0.241532716790181,0.112127581161423,0.00372955596645949,0.0236334608434433,0.0275834093164221
0.240280858128551,0.112116716294151,0.00368944693282152,0.0236574343240908,0.02761759926329
0.239123936219888,0.112101122964371,0.00364459760845525,0.0236842592504828,0.0276574168575276
0.238121986969849,0.112080621450218,0.00359902614566751,0.0237119880101312,0.0276985000116963
0.23728377174696,0.112055341721662,0.0035562662178802,0.0237388814462734,0.0277369746323891
0.236579520262282,0.112025622844416,0.00351691586378318,0.0237644793386466,0.0277718526507497
0.23593164906628,0.111992007760015,0.00347849816463033,0.023789721989521,0.0278053028272372
0.235262249569484,0.111954979064846,0.00343846411123136,0.0238157110010908,0.0278398686410603
0.234491417292633,0.111914883515678,0.00340345993337649,0.0238397341695465,0.0278695507685825
0.23358808388711,0.111871768758572,0.00336993005031343,0.0238634610192629,0.0278982088482454
0.232590110316799,0.111825323869375,0.00333235225286117,0.0238894261538928,0.0279316366942828
0.231539486186776,0.111775320656393,0.00328849448087269,0.0239187397575411,0.0279724162164166
0.230453827279321,0.111722022498101,0.00323835869038597,0.0239514984038144,0.0280208506160873
0.229326336088928,0.11166573510817,0.00318527479544027,0.0239863569472879,0.0280740032213142
0.228166737474307,0.111606604618503,0.00312927997486376,0.0240233549371742,0.0281321144211335
0.227168905673705,0.111544012580336,0.0030739261082401,0.0240609556255137,0.0281916806301615
0.226445597776619,0.111477665962729,0.00301718758057025,0.0240998248342073,0.028254341491488
0.226033106051271,0.111407611750454,0.00295614696498648,0.0241408559531632,0.0283221611100592
0.225877729304916,0.111334327286686,0.00289647725225256,0.0241808995391367,0.0283880966902325
0.2258108717647,0.111258325204694,0.00282759510498731,0.0242239452095703,0.0284611857029018
0.225758771728888,0.11117996011814,0.0027501077315393,0.0242692269614743,0.0285395581591068
0.225698958149005,0.111099677436995,0.00266979054716608,0.0243137687890949,0.0286165871558644
0.225646579788898,0.111017913729747,0.00259683109504953,0.0243528631802314,0.0286817188664607
0.225723453856827,0.11093469663347,0.00252116622784111,0.0243910412163854,0.0287451688662821
0.225747405919444,0.110851231226758,0.00243981787852971,0.0244299207760358,0.0288105921054558
0.22563888820558,0.11076838063123,0.00236001096460573,0.0244668879634976,0.0288721342476635
0.225529022215168,0.110686235050801,0.00229729629245464,0.0244958347829992,0.0289161165361388
0.225422977723194,0.110605083876246,0.00222829505040535,0.0245279906000401,0.0289677908564276
0.225291590527332,0.110525340757695,0.00217223553008113,0.0245558414964075,0.0290103074889508
0.225170983135323,0.11044704087389,0.00212732560160415,0.0245807329609621,0.0290467408517906
0.225112369986148,0.110370101737232,0.0020936479350485,0.0246027184882397,0.0290772681372792
0.22512977035729,0.11029454844594,0.00206742301618406,0.0246232955338082,0.0291053577385722
0.225261357652609,0.11022028076452,0.00205201761911771,0.0246405798574835,0.0291266915272632
0.225512277432641,0.110147275652111,0.00204495099584255,0.0246549654419232,0.0291422429591025
0.225791015794882,0.110075805497514,0.00204339994818155,0.0246671221135065,0.0291535850302648
0.226000037647648,0.110006105553711,0.00204254501414394,0.0246787480487237,0.0291644080947197
0.226104714113338,0.109938208622705,0.00204124176840985,0.0246901416898811,0.0291754294629481
0.226121708772058,0.109871970332942,0.00203594937189922,0.0247025608211522,0.0291894599260721
0.225951435239491,0.109807698539414,0.00202186048989003,0.0247177156409474,0.0292103730609498
0.225431850276569,0.109745926041183,0.00199585771309288,0.0247368148007509,0.0292407796301691
0.224598408164337,0.109686469098661,0.00195739896303706,0.024760095356207,0.0292811045167754
0.223493479140767,0.109629098395643,0.00190763856555262,0.0247870661654973,0.0293303072354505
0.222244863815883,0.109573140183262,0.00184775608644761,0.0248173291906597,0.0293874011606689
0.221069583621555,0.109517471505293,0.00178767784812753,0.0248470110826418,0.0294436735053285
0.219965442759129,0.109462040837148,0.00174669956109154,0.0248684063007797,0.0294817810277617
0.218927616419948,0.109406817876879,0.00170868464314445,0.0248876378247892,0.029515546203641
0.217953535574774,0.109351757007052,0.00165881078969625,0.0249101977833617,0.0295573630844391
0.216943789357375,0.109297123132686,0.00161168067054812,0.0249309657411944,0.0295956563109784
0.21588871569205,0.109242773039464,0.00156046589169449,0.0249525550676975,0.0296362969286686
0.21481285743736,0.109188570597296,0.00149884202643637,0.0249773530483466,0.0296845990392112
0.213864448339554,0.109133989007767,0.00144022806579649,0.0250006476710879,0.0297300255687931
0.213001554505892,0.109079298521422,0.00138433442328816,0.0250226158193503,0.0297730326504668
0.212419775372724,0.109023888245286,0.00131983041272976,0.0250474150014861,0.0298228539015975
0.2119862100007,0.108968537381394,0.00125206594752669,0.0250732861814844,0.0298756113919999
0.21172285174352,0.10891345206451,0.00119054618424604,0.0250970238971252,0.0299240591189589
0.211567339071362,0.108859145392289,0.00113399286299192,0.0251191091497825,0.0299692852805649
0.211557181454595,0.108805701309339,0.00107891975217881,0.0251406950569037,0.0300139656018727
0.211514349063744,0.108753955164996,0.00102341431453322,0.0251624048206496,0.0300593493166635
0.211429431119314,0.108704083391181,0.000972694375904859,0.0251823936490202,0.0301013274742474
0.211306794849946,0.108656151454655,0.000923589867073389,0.0252016783525826,0.0301421626553181
0.211116626028832,0.108610306998332,0.000876026544514893,0.0252203007412249,0.0301819172267123
0.210844489976465,0.10856660327537,0.000832123672194905,0.0252376623561821,0.0302192093935942
0.210504754418442,0.108524953981219,0.00079413072060421,0.0252531389506461,0.0302525976050057
0.210096747185069,0.108485304771175,0.000763136182960785,0.0252664538329046,0.0302814140990966
0.209575983556093,0.108447738377606,0.000739145177136177,0.0252776472988743,0.030305713746514
0.209017128826458,0.108411883846614,0.000721353869416368,0.025286985148958,0.0303260532904435
0.208448228240078,0.108377538078944,0.000708685246641956,0.0252948079352062,0.0303431584963101
0.207895264199748,0.108344528674195,0.000700245336822316,0.0253013900791021,0.0303576041241354
0.207385122009044,0.108312698181883,0.000695361438690289,0.0253069272131284,0.0303697971572395
0.206925604171925,0.108281978877039,0.000693266591282661,0.0253116018262465,0.0303802018014872
0.206510089055214,0.108252361450442,0.000692222249470022,0.025315868216056,0.0303897258184683
0.206140303590015,0.108223808098781,0.000691758709352808,0.0253198466317888,0.0303986261136772
0.205840913533542,0.108196184129889,0.000691539164284765,0.0253236154771722,0.0304070701231724
0.205516066804328,0.108169820519038,0.000690880099220337,0.0253273439458438,0.0304153959083468
0.205120175158471,0.10814485857072,0.000690392772090054,0.0253308278082944,0.0304232141563958
0.204553783081921,0.108121649879674,0.00068950267859929,0.0253341829017765,0.0304307466270207
0.203969546642093,0.10809947906248,0.000688577411717084,0.0253372934058486,0.0304377315439987
0.203409669055566,0.108078167993836,0.00068683991432382,0.0253403531711824,0.0304446032577044
0.202708295743776,0.108058511333201,0.000683101214126058,0.0253436894887495,0.0304520842938555
0.201439392099569,0.108042289906713,0.000677476983307776,0.0253473370285584,0.0304602696741268
0.199608979560246,0.108029532793925,0.000670662841000045,0.0253511766391939,0.0304689005004769
0.197321657186875,0.108019794876098,0.000663465791948357,0.0253550758871827,0.0304776669181758
0.194669776935654,0.108012730484995,0.00065683536326199,0.0253588508492921,0.0304861453198774
0.191867854778347,0.108007310381817,0.000651969140359142,0.0253622602814666,0.0304938054118889
0.189177882216791,0.108002318060669,0.000649288662398109,0.02536522363837,0.0305004634945618
0.186680037982748,0.107997526101687,0.000648180459810465,0.0253678253953175,0.0305063093444228
0.18443029102811,0.107992741764323,0.000647728170281523,0.0253702255733713,0.0305117027225523
0.182452626286173,0.107987886351016,0.000647446937669592,0.0253724949152406,0.0305168025932355
0.180834748908756,0.107982539523534,0.000646951024179163,0.0253746996953657,0.0305217579222425
0.179546524688821,0.107976841127441,0.00064613267156358,0.0253768377653598,0.0305265637492872
0.178582929136967,0.107970789381878,0.000645702899123921,0.0253787370573464,0.0305308355605913
0.177874983842483,0.107964689391863,0.000646403793390704,0.0253802385589744,0.0305342125030925
0.177437636199537,0.107958426452653,0.000648459118341107,0.0253812976251834,0.0305365941045557
0.177163491009284,0.107952448064519,0.00065170548232832,0.0253819417998269,0.030538042321787
0.177038187971188,0.107946724629686,0.000655560926952282,0.0253822999058703,0.0305388451577575
0.176999971706146,0.10794145338898,0.000659566299136739,0.0253824551579208,0.0305391935058195
0.177021822075759,0.107936661143583,0.00066328646133097,0.0253825102229901,0.0305393165221087
0.177087060086244,0.107932329882007,0.000666454057077794,0.0253825374564826,0.0305393756071741
0.17718278825567,0.107928443965768,0.000669045914521035,0.0253825442039912,0.0305393900510766
0.177284869330911,0.107925053849348,0.00067109820052011,0.0253825470445875,0.030539395773575
0.177381684272064,0.107922155824744,0.00067269221310137,0.0253825487360159,0.030539398977633
0.177470520389206,0.107919714664578,0.000673912238957196,0.025382550057008,0.0305394014066531
0.177548927863413,0.10791768664396,0.000674851255856478,0.0253825532794803,0.0305394072200626
0.177615444905459,0.107916017983909,0.000675568056692205,0.0253825543018949,0.0305394090685518
0.177674979102656,0.107914626171931,0.000676139970409449,0.0253825568479531,0.030539413633266
0.177733701537963,0.107913425880431,0.000676605024521261,0.0253825591445125,0.0305394177198404
0.177795663351949,0.107912348928299,0.000676996574601595,0.0253825612239674,0.0305394213900845
0.177861486953448,0.107911357210896,0.000677326884735791,0.0253825619052014,0.030539422590515
0.177933847819776,0.107910430598264,0.000677617302677451,0.0253825636390898,0.0305394255977522
0.178012903289832,0.107909571349065,0.000677850723473583,0.0253825642067826,0.0305394265776292
0.178104560069697,0.107908770948953,0.00067803523362702,0.025382565615175,0.0305394289387202
0.178218754299261,0.107907999030444,0.000678158106024853,0.025382566657429,0.0305394305134355
0.178371128960164,0.10790719616929,0.000678219745524159,0.0253825659940924,0.0305394282858447
0.178582624472156,0.107906292386619,0.000678236378544639,0.0253825571193205,0.0305394076157683
0.178877508230778,0.107905220840242,0.000678272199202818,0.0253825214699143,0.0305393267334947
0.179281426687507,0.107903920369165,0.000678458867501738,0.0253824236395967,0.0305391063927578
0.179821962511443,0.107902331279471,0.000679070497895547,0.0253822037376435,0.0305386113999264
0.18051606715392,0.1079004100787,0.000680523429071529,0.0253817788727971,0.0305376548542393
0.181390759471942,0.107898119657405,0.000683387715699159,0.0253810342529918,0.0305359788509946
0.182474355098321,0.107895424168699,0.000688454476146713,0.0253798208678656,0.030533248098334
0.183768210218829,0.107892272837136,0.000696722815523591,0.0253779665443974,0.0305290756420594
0.185277129449457,0.107888648698995,0.000709430692031245,0.0253752703628443,0.0305230085300406
0.187004864407357,0.107884566415145,0.000727772853770264,0.0253715408034785,0.0305146167690623
0.188957477184993,0.10788008881491,0.00075300355802754,0.0253665840192962,0.0305034637390836
0.191118053383472,0.107875288778938,0.000786266846029557,0.0253602332649715,0.0304891742622784
0.193459917295902,0.107870266247123,0.000828443759155976,0.0253523644007995,0.0304714690235144
0.195946470074093,0.107865113274878,0.000879996253056367,0.0253429176663345,0.0304502135607105
0.198535236830721,0.107859873024134,0.000940738817582896,0.0253319367573359,0.0304255055462421
0.201189447828933,0.107854640766268,0.00100942523169866,0.0253196222416224,0.0303977968611783
0.203874727652272,0.10784953950247,0.00108433505693711,0.0253062400310453,0.0303676858056931
0.206557301298181,0.107844722932759,0.0011633642082501,0.025292112047218,0.0303358967030849
0.20920336702858,0.107840267232044,0.00124420246953653,0.0252776025965968,0.0303032492428915
0.211782574641427,0.107836227625109,0.00132454695341647,0.0252630836768944,0.0302705804179406
0.214273977465766,0.107832579819311,0.00140226624982669,0.0252489135428724,0.0302386962969519
0.216661398531301,0.107829288692868,0.00147553417116644,0.0252354097977625,0.0302083124107812
