alpha,gamma,delta,sigma,tau
0.218929657609207,0.107826347523668,0.00154293189648651,0.0252228366809131,0.0301800224210732
0.221064703320637,0.107823746470915,0.00160343194382297,0.0252113993897733,0.0301542880275544
0.223051177207637,0.107821484738857,0.00165649899320571,0.0252012231769262,0.0301313910560244
0.224880398766261,0.107819520411975,0.00170211067706045,0.0251923436204184,0.0301114115663836
0.226543093499059,0.107817813717848,0.00174077326692515,0.0251847006801078,0.0300942132457784
0.228033855057198,0.107816311417008,0.00177329197475128,0.0251781682283405,0.0300795134998324
0.229351941248127,0.107814954680715,0.00180064869356121,0.0251725831225027,0.03006694524828
0.230500746682411,0.107813675253311,0.00182376415289279,0.0251677882963827,0.0300561550691861
0.231482267089136,0.107812455377728,0.00184346327376006,0.0251636383143696,0.0300468156925853
0.232306877045613,0.107811247085044,0.0018603895999752,0.0251600154092165,0.0300386635698381
0.232988501843777,0.107810027264703,0.00187540133188811,0.0251567625878783,0.0300313423906651
0.233560112036022,0.107808730911845,0.00188890810616741,0.0251537980308363,0.0300246696481115
0.234063918858588,0.107807301530589,0.00190169890455775,0.0251509656985406,0.0300182942657364
0.234519700422933,0.107805752488064,0.00191423684283207,0.0251481806561977,0.0300120251434106
0.234938176849957,0.10780413619676,0.00192578084196163,0.0251456085163718,0.0300062349150147
0.23531874373058,0.107802574479903,0.00193540237217376,0.0251434615261447,0.0300014011396452
0.235656946740007,0.107801170688304,0.00194303704486533,0.0251417579572573,0.0299975649246725
0.235953979950599,0.107799934406614,0.00194929910258571,0.0251403607929139,0.0299944179750845
0.236212165491659,0.107798858134876,0.00195456188011509,0.0251391865354982,0.0299917724218635
0.236433678520479,0.107797933667027,0.00195906030097334,0.0251381831217683,0.0299895111318671
0.236620358978728,0.107797153766914,0.00196295306290092,0.0251373152927357,0.0299875547855546
0.236773654625739,0.107796512378912,0.00196635654917624,0.0251365570454248,0.0299858448923999
0.236894169014001,0.107796003133721,0.00196936136433267,0.0251358883614792,0.0299843364220959
0.23698210936293,0.10779560287604,0.00197200054660755,0.025135303337465,0.0299830160937593
0.237047009028496,0.107795244349785,0.00197416480109213,0.025134827837986,0.0299819421084942
0.237095560383566,0.107794879519466,0.00197581936528835,0.025134471742526,0.0299811367161708
0.237131053688036,0.107794472886729,0.00197702549240126,0.0251342244101235,0.0299805759579612
0.237155308240692,0.107793997739177,0.00197784357324141,0.0251340718626804,0.0299802313686409
0.237170212525306,0.107793422300844,0.00197844143337179,0.025133982413147,0.029980028726789
0.237176587007119,0.10779271996657,0.00197896868188043,0.0251339275919911,0.0299799010887363
0.237175577609936,0.107791874343647,0.00197942844101475,0.0251339052101364,0.0299798463240482
0.237168004964032,0.107790867597896,0.00197989817124934,0.0251338989819791,0.0299798277885541
0.237155360441693,0.107789682936011,0.00198041229405942,0.0251338988188141,0.0299798258978719
