alpha,gamma,delta,sigma,tau
0.299841457444542,0.0999070208421706,0.00372604203104225,0.0541571661064069,0.0206350041208263
0.299812184173613,0.0999320978352928,0.00360145619317864,0.0541641842762886,0.0205988757622773
0.299784228886256,0.0999556001056613,0.00346646290592557,0.054171643749652,0.020575625777145
0.299757047697622,0.0999783147876235,0.0033412551948292,0.0541783804114596,0.0205607152794261
0.299730419246661,0.100000630165097,0.00322147715038789,0.0541846760745181,0.020551986831194
0.299704526939669,0.100022453832747,0.0030957411390986,0.0541912342926222,0.020548464232152
0.299679129315963,0.100044044010027,0.00297130465471277,0.0541977152088758,0.0205484728267181
0.299654409646963,0.100065122587745,0.00284914746757983,0.0542041509703923,0.0205509612995914
0.299631054698534,0.100084838303673,0.00272462076750374,0.0542108040672744,0.0205553200686232
0.299609930564655,0.100102230076213,0.00260013501369289,0.0542173949805911,0.020561219742193
0.299591211856375,0.100117151468467,0.0024804325855912,0.0542236598671588,0.020567208414266
0.299575134704446,0.100129428118851,0.00237151573113492,0.0542292042962714,0.0205726463845683
0.299561590113315,0.1001392827838,0.00227767826064861,0.0542337530613114,0.0205771484350311
0.299550259315339,0.100147186607909,0.0021963911069686,0.0542375017667958,0.0205806888147475
0.299541199447054,0.100153094989942,0.00212478938332697,0.0542405441073649,0.0205835823249079
0.299534168858694,0.100157342028892,0.0020633614636727,0.054242937221709,0.020585864256598
0.299528875030454,0.100160301927469,0.00201468783542814,0.0542447312786316,0.0205875759631866
0.299524891638518,0.100162406118745,0.00197715290342482,0.0542461333823131,0.020588919399314
0.299521759780093,0.100164046870332,0.00194299922965532,0.054247513840417,0.0205902596579847
0.29951915068776,0.100165488427853,0.00191155378203711,0.0542488876686966,0.0205916086803523
0.299516859167698,0.100166879601164,0.00188683332654662,0.0542500491338872,0.0205927576956804
0.299514768216576,0.100168290310296,0.00187573733954971,0.0542506648140123,0.0205933705100329
0.299512815614885,0.100169742713662,0.00188386461437472,0.0542504700054893,0.0205931802010972
0.299510977366681,0.100171220773089,0.00190932907524735,0.0542495508930876,0.0205922713693585
0.299509260565298,0.100172686303737,0.00194552318011269,0.0542482159348486,0.0205909514268091
0.299507694720668,0.100174099095015,0.00198588024373978,0.0542467890631623,0.0205895436796138
0.299506331674599,0.100175410083687,0.00202583893036315,0.054245516967573,0.0205882944230381
0.29950521093477,0.100176579345726,0.00207219695808045,0.0542440086420075,0.0205868122766525
0.299504347182911,0.10017756818077,0.00213011782470888,0.0542418754535521,0.0205847081153954
0.29950370784106,0.100178386966312,0.00219761867936205,0.0542391305578886,0.020581994554939
0.299503211120697,0.100179169414272,0.00226914726898964,0.0542360141585576,0.0205789114041445
0.299502982599498,0.100179800352848,0.00233760946518152,0.0542328088599842,0.0205757099453265
0.299502754518981,0.10018062006884,0.0023981994721968,0.0542298780763018,0.0205727831718906
0.299502452868351,0.100181758627509,0.00245035371919878,0.0542273877083457,0.0205703310913324
0.299502215338669,0.100183005670522,0.00249519918083944,0.0542252727239495,0.0205682558788205
0.299502040839248,0.100184319713049,0.00253295309406269,0.0542235303639813,0.0205665546129901
0.299501913432946,0.10018566603811,0.00256302630954178,0.0542221639628981,0.0205652304155514
0.299501809828636,0.100187039718926,0.00258676430455673,0.0542210992463613,0.0205642087602224
0.299501707368878,0.100188450453946,0.00260715394095356,0.0542202066748606,0.0205633598569811
0.299501594209596,0.10018991667002,0.00262977973798204,0.0542192675115201,0.0205624647090724
0.299501475910596,0.100191463593697,0.00266422277983282,0.0542179142508233,0.0205611555255706
0.299501377515089,0.100193112038139,0.00272197781193026,0.0542156943543287,0.0205589794658635
0.299501331887051,0.100194881625071,0.00281081753607134,0.0542122815058204,0.0205556099245269
0.299501347771242,0.100196826851645,0.00293036076830701,0.0542076579315596,0.020551028884017
0.299501466742902,0.100198766060291,0.00307339970425651,0.0542020262885688,0.0205454015877716
0.29950161691069,0.100201186689731,0.00323178736160516,0.0541957509260148,0.0205391304400987
0.299501788949659,0.100204488233458,0.003387845600789,0.0541896010782245,0.0205330196951913
0.299502153337815,0.100208600540695,0.00351518903736556,0.0541846347110182,0.0205280907527766
0.299503032979314,0.100213775441377,0.00360350468871261,0.0541812813326979,0.0205247409971042
0.299504955163788,0.100220807630071,0.00365501893967326,0.0541794648427055,0.0205229277836652
0.299508902126947,0.100230190278661,0.00367010231511916,0.0541790787670773,0.0205225693391993
0.299516401494983,0.100242462954585,0.00365364127551675,0.0541797291782139,0.0205232416697341
0.299530072143731,0.100259051118679,0.00363120137746163,0.054180423791963,0.0205239513635466
0.299552989310929,0.100281164723375,0.00359870428309503,0.0541811515190079,0.0205246867655433
0.299587821032488,0.100309653386018,0.00351144267734258,0.0541828584362045,0.0205263935624279
0.299640184497246,0.100345969694965,0.00336509468876182,0.0541850884717736,0.0205286133193172
0.299718196814391,0.100393087135593,0.00318642282031098,0.0541862503003607,0.0205297727059223
0.299834942027413,0.100454111188363,0.00303214567123531,0.0541843468873318,0.020527829251804
0.300030041001483,0.100520466474694,0.00287706785849828,0.054180880638102,0.020524354552724
0.300341763922404,0.100589923759114,0.00271629511916216,0.054176006272869,0.020519446508962
0.300821598708882,0.100656187017028,0.0025654651563768,0.0541688153195544,0.0205121328109256
0.301544133181991,0.10071289290452,0.00243282883037247,0.054159034081436,0.0205018355855228
0.302608810230871,0.100752923962567,0.00230284577087135,0.0541465962613284,0.0204871610540865
0.304148403686508,0.100770109195567,0.00218211641586513,0.0541312687277888,0.0204649408166826
0.306334671952142,0.100771711799652,0.0020948803212249,0.054113752080534,0.0204306219340204
0.309419164742353,0.100754373507361,0.00200005324907379,0.0540963319814718,0.0203785427197988
0.313615908104162,0.100784471578009,0.00192417899747138,0.0540778915392285,0.0202971490867672
0.319089496051241,0.101003771627253,0.00185003521386153,0.0540563982383764,0.0201738087163697
0.325937771905978,0.101627561155498,0.00176996948295103,0.0540336755666173,0.0199999495135783
0.334076050741273,0.102946643166619,0.0016822149317134,0.0540082658342154,0.0197668749718109
0.343333951262324,0.105188031064215,0.00159055788995455,0.0539792694178552,0.0194670847365464
0.353489619548594,0.108519896160399,0.00148853117374525,0.0539425997285073,0.0190871537498836
0.364143538323637,0.113042812877885,0.00142204308052717,0.0538871904808404,0.0186281813805009
0.375029612573682,0.118534933869643,0.00135335662438475,0.0538089029073566,0.0181000558261113
0.385348596430434,0.124902251777139,0.00128289102033742,0.0537007442819822,0.0175178491702484
0.394404286095308,0.131900535465214,0.00121895824940029,0.0535605975736883,0.0169029239199342
0.401596231574578,0.13933358596318,0.00115565190669017,0.0533927855600375,0.016286307141912
0.406592195804767,0.147013974269223,0.00109716272384546,0.0532098818066696,0.0157032922949171
0.409496328248797,0.154738391913934,0.00104323640440403,0.0530308610393888,0.0151886547457774
0.410415483673171,0.162428508663374,0.000996628813342649,0.0528774329018834,0.01476976647452
0.409528210682158,0.170029510034014,0.000952225201901209,0.0527711245001906,0.0144651732069759
0.407208916957763,0.177430752322994,0.000912052044082292,0.052733080007296,0.0142816121357016
0.403637739832061,0.184611194532116,0.000876039738731507,0.0527770092215602,0.0142121232026694
0.399088821861601,0.191508254137284,0.000845848309028426,0.052910157235371,0.0142391051838199
0.393813772257889,0.198027343738557,0.000817106244218832,0.0531293943230073,0.0143389003056018
0.388004189920008,0.204076239017258,0.000791733960541625,0.0534218105734339,0.0144800222282069
0.381819510160996,0.209565829882075,0.000771252590370199,0.0537665153430342,0.0146349000826074
0.375568395764495,0.214320375208673,0.00075180906632567,0.0541332425979076,0.0147820276472539
0.369248061987698,0.21830838356909,0.000735802540752396,0.0544895835011677,0.0149053803565183
0.362944456743533,0.221471685408852,0.000722201684536428,0.0548006827773965,0.0149895786353759
0.356759221884523,0.223783542637778,0.000711351458666462,0.0550363005226413,0.0150242162149363
0.351169650968993,0.225316908880413,0.000703365337868585,0.0551783734586092,0.0150065310777774
0.34659696138995,0.226127396789984,0.000696544106849263,0.0552325393605383,0.0149470228229161
0.342957570217855,0.226321474668315,0.000691478959323249,0.0551920612994066,0.0148359683008175
0.340177522577784,0.226003552687466,0.000690110045568658,0.055076711848612,0.0146842084595855
0.338106001481165,0.225309410294299,0.000688260430456285,0.054914459885901,0.0145069185812013
0.336667079266623,0.224340962616338,0.00068569896046318,0.0547272068580182,0.014314639945988
0.335759815155338,0.223183399030698,0.000683473803453797,0.0545479194413914,0.0141328888270077
0.335378062125787,0.221860397402269,0.000682348148336209,0.0543959668042079,0.0139787059674162
0.335343398527936,0.220485624642396,0.000683822925538464,0.0542812312261088,0.0138616975069797
0.335578195346409,0.219098127723384,0.000689151021580898,0.0542170950664404,0.0137951432572601
0.335976858282348,0.217751161255086,0.00069419972190855,0.0542181156023227,0.0137936604877029
0.336484405972176,0.216471885500194,0.000698306752575844,0.0542837003674994,0.0138567776673518
0.337076204461914,0.215270328146027,0.000700386202426749,0.0544006935342929,0.013971600333973
0.337773485470903,0.214130874444956,0.000702783587529129,0.0545542411296423,0.0141233292396484
0.338601815705647,0.213030641957375,0.000705013411845016,0.0547312764725958,0.0142990012884585
0.33963424623289,0.211919791070878,0.000703569292816331,0.0549046548960697,0.0144714179678095
0.340876405104115,0.210781062996341,0.000697564259284046,0.0550528365757762,0.0146189917353603
0.342399419780335,0.209565893555108,0.000682186409127488,0.0551594837526664,0.0147252946295519
0.344206656034191,0.208260800660929,0.000666227758959202,0.0552243326228162,0.0147899729632707
0.346279404963361,0.206864987573661,0.000641331988637008,0.0552541512656466,0.014819720423101
0.348663501653331,0.205347829798979,0.000618165434296758,0.0552594432368598,0.0148249917768872
0.351360995184395,0.203701822978836,0.000595376901704699,0.055252920639675,0.0148184714842502
0.354365874101622,0.201924905642535,0.000573205706550501,0.0552433670658655,0.0148089277599634
0.357614230418534,0.200044495859887,0.000562251830769473,0.0552353067985002,0.0148008786062056
0.361073341618317,0.198076242529781,0.000550399260637424,0.055230559659834,0.0147961424188726
0.364636578956484,0.196073571014958,0.000542600009572039,0.0552259571647062,0.0147915510305157
0.368172166211191,0.194103946290266,0.000532079597378229,0.0552201334246947,0.0147857390018592
0.3715466177357,0.192235973010455,0.000526750833622695,0.0552151785008102,0.0147807966822936
0.374624428171734,0.190535815082205,0.000529023794226721,0.055211501439316,0.0147771332179722
0.377342152390516,0.1890364712525,0.000516966544231743,0.0552088663338438,0.0147745128578082
0.379677495120839,0.187746494624957,0.000506654841374801,0.0552068984363553,0.0147725629744161
0.381661633896636,0.186646212715177,0.000516813885600661,0.0552034653912626,0.0147691535052473
0.383361756800043,0.185696622451761,0.000515547486282522,0.0551955987822842,0.014761316469497
0.384865155733534,0.184848659887774,0.000509389158166429,0.055185020513717,0.0147507730790656
0.386277420140878,0.184051513600109,0.000502573699681339,0.0551751314286468,0.0147409236854482
0.387701619602935,0.183247260359439,0.000495048136888011,0.0551672047644228,0.0147330371582976
0.389185393570821,0.182405813710099,0.000488119330179687,0.0551614741950196,0.0147273432499947
0.390778428763461,0.181499240768408,0.000481728595151314,0.0551578884560338,0.0147237892629177
0.392510792176058,0.18050996146477,0.000477531420933701,0.0551562284077422,0.0147221553485013
0.394454182936002,0.179406243051602,0.000474857052009529,0.0551559822891542,0.0147219313794373
0.39663313915505,0.178179174431132,0.000474112398908714,0.0551567878788801,0.0147227566130637
0.39903167929465,0.176838452391555,0.000474538608092693,0.055158539727243,0.0147245280178825
0.401667763474011,0.175387960380121,0.000476881766307866,0.055161311520694,0.014727344180284
0.404524143304354,0.173844469164674,0.00048062134512667,0.0551648653608661,0.0147309726063883
0.407576390841938,0.172228035219494,0.000485953134038443,0.0551692242183745,0.0147354334252909
0.41079863625224,0.170559131599558,0.000492290544439814,0.0551742321144115,0.0147405627843027
0.414168418291259,0.168856845831038,0.000498351696300201,0.0551796425920831,0.0147461068980063
0.417671210498234,0.167136141506457,0.000503564548586351,0.0551850140090534,0.014751616669593
0.421307475801304,0.165404877297949,0.000508266122474994,0.055189964031894,0.0147567017421278
0.425079032841221,0.163668910888269,0.000511973621098374,0.0551938971824732,0.0147607576658673
0.428968985291777,0.161943006946438,0.000514751687655252,0.0551960893526216,0.0147630514675613
0.432936614578987,0.160257943967139,0.000516355679687298,0.0551960404938195,0.0147630442272474
0.436917989695055,0.158663390170867,0.000514224348186976,0.0551941548640757,0.014761119316096
0.440827747126547,0.157218833212147,0.00050495413550353,0.0551914493694814,0.0147583570773376
0.444563637460001,0.155992147803665,0.000496638719971685,0.0551884929268938,0.0147553335829223
0.448028381423973,0.155030829616375,0.000492362527040131,0.0551852437718139,0.014752030621936
0.451122135957865,0.154403821731892,0.00049186850307899,0.0551816454383717,0.0147484224649022
0.453818160524651,0.154102654727961,0.000492679234454672,0.0551777179712529,0.0147445637558534
0.456115041959609,0.154109168811824,0.000494227667093564,0.055173423846709,0.0147405413232234
0.458036702038813,0.154384908375721,0.000495591982958375,0.0551686317893386,0.014737007652714
0.459614237249527,0.154889229236159,0.000496536384091265,0.0551631158058111,0.0147359083312463
0.460907603266615,0.155560298419221,0.000496048787245241,0.055156995935227,0.0147403174663555
0.461958747070189,0.15635380078082,0.000495291677594108,0.0551508957160366,0.0147537528390642
0.462826020262161,0.157214466936732,0.000494495251306384,0.0551451781554081,0.0147792226416794
0.46351996302071,0.158111821443325,0.000493447455279616,0.0551399588061181,0.0148165377190177
0.464054582206184,0.15901831569428,0.000492125578848891,0.055135156495041,0.0148611204223054
0.464457858071892,0.159894922493783,0.000492080339327332,0.0551306298593053,0.0149047758346937
0.464766383644293,0.160701807758694,0.000492855631539749,0.0551261900494091,0.0149472418438438
0.465016627091503,0.161406207407798,0.000493126798984249,0.0551216449973694,0.0149882386187466
0.465237356864862,0.161986578505493,0.000493369240335777,0.0551168093746226,0.0150273002552056
0.465464683403207,0.16242250388842,0.000493561479410422,0.0551110451931593,0.0150618847751107
0.465697624822635,0.162719414218923,0.000494789032556348,0.0551034824776847,0.0150884997274575
0.465891499610491,0.162909394482424,0.000496907452520691,0.0550932525269052,0.015103141135147
0.465993658359583,0.163029414391607,0.000500893534942255,0.055079922891814,0.0151035495930669
0.466034800695485,0.16306682106497,0.000505661933744566,0.0550628018501833,0.0150900190338056
0.466047527489324,0.163014596988593,0.000510941073917381,0.0550413678499109,0.0150637540779259
0.466041342510474,0.162879104308589,0.000517161725258161,0.0550152713246625,0.0150236559485902
0.466026606470694,0.162669654698523,0.000523965147497505,0.0549841660425481,0.0149642004744585
0.466007240888654,0.162396649420577,0.000530609008626411,0.0549481995706542,0.0148844432519338
0.465993036622775,0.162066471838187,0.000536754734508552,0.0549080546366413,0.0147882092961392
0.465998585909065,0.161680222521585,0.000542593102997956,0.0548645166045622,0.014683253082366
0.466038419753436,0.161237878171786,0.000549512804267874,0.0548173466229962,0.0145773642754602
0.466118958062409,0.160741298023656,0.000556725532431628,0.0547655668835485,0.014472616903806
0.466254603662162,0.160185564347009,0.000564166537648161,0.0547086414737814,0.0143700133501357
0.466470239752366,0.159561774502744,0.000571405477748476,0.054647176088972,0.0142705892591855
0.466789304123177,0.158860553151114,0.000579104472652494,0.0545834603048463,0.014175799483787
0.467229071133146,0.158079312933243,0.000586883120392281,0.054521522314827,0.0140881561987506
0.467827716113544,0.157201166237494,0.000594085910470268,0.0544657872268085,0.0140112592363211
0.46858949706234,0.156233165811946,0.000600379538259357,0.0544201977495414,0.0139512262517036
0.469455480300516,0.155216949773629,0.000606908867015042,0.0543876081277233,0.0139110807629203
0.470436313824295,0.154160825539648,0.000611491777677368,0.0543666417908451,0.0138873328008526
0.471476538451638,0.153100433392901,0.000615299661776135,0.0543558027330797,0.0138758696529459
0.472590558746723,0.152037668827482,0.000619340707184702,0.0543493206746566,0.0138692974785842
0.473781656177043,0.150973064832843,0.000625727258983489,0.0543441184018277,0.01386405237339
0.475063410015866,0.149898507475582,0.000633272820790296,0.0543396912639624,0.0138595887827299
0.476463540951765,0.148796469641003,0.000638546753291945,0.0543372174053695,0.0138570946068237
0.478019080150779,0.147643001484484,0.000636953113314751,0.0543362973859304,0.0138561758653131
0.479767823248773,0.146415303359861,0.000631916135385485,0.054335327517812,0.0138552197693325
0.481747577977323,0.145089833612202,0.00063159035346477,0.0543338350323541,0.0138537554365323
0.483984930659392,0.143649228652306,0.000633810118211794,0.0543314090863494,0.0138513664600792
0.486492216436712,0.142086825711411,0.000636606656689316,0.0543277647961839,0.0138477546970865
0.489291120978853,0.140406292192863,0.000638273907143781,0.0543229796489371,0.0138429925862513
0.492373547158884,0.138628435783894,0.000636716922684969,0.0543174357967599,0.0138374599543326
0.495716972768762,0.13678834323751,0.000632579256045131,0.0543114378235789,0.0138314629890726
0.499275093152061,0.134930004489915,0.000625569248537541,0.0543050930411327,0.0138251124435682
0.502999167108817,0.133112662929564,0.000613993214787836,0.0542983871753156,0.0138183984100265
0.506823015028014,0.131405307464142,0.00060235964587194,0.054291074231928,0.0138110778984101
0.510661781039615,0.129859145950969,0.00060340256355255,0.0542823103382239,0.0138023077916558
0.514427476327075,0.128552382210369,0.000607056385668993,0.0542723612287069,0.0137923550912463
0.5180221292649,0.12754374720394,0.000604632260144894,0.0542607467837062,0.0137807628097612
0.52137919184943,0.126840505159254,0.000594161021469953,0.0542478429470325,0.0137679362064219
0.524450491602891,0.126445041352,0.000583223605020415,0.0542349789745817,0.0137552199155908
0.527177120553999,0.126367751856202,0.000575989888792514,0.0542223496693119,0.0137428116272309
0.529551775033844,0.126542960803644,0.000570625592093708,0.0542094633517478,0.0137302020833599
0.531559876803737,0.126927336716166,0.00056590027948508,0.0541965102157594,0.0137175472574252
0.533205968962766,0.127470030583505,0.000559676360263365,0.0541838672827861,0.0137051926187134
0.534497865589281,0.128133348670755,0.000553841605174926,0.054172464696495,0.0136940472740338
0.535475106942011,0.128862350844401,0.000547250105796492,0.0541631809158531,0.0136849768759265
0.536213167443879,0.129593237734488,0.000540942884243812,0.0541560957487633,0.0136780601433002
0.536750993141501,0.130301241731087,0.000535360994402633,0.054150699297971,0.0136727890043989
0.537133464300867,0.130956396278565,0.000529531777505,0.0541463237391196,0.0136685016669504
0.537403781077437,0.131532831974235,0.000527335904965978,0.054142031829767,0.0136642690423133
0.537592086290416,0.132018378093619,0.000531136673228847,0.0541367890885739,0.0136590660320655
0.537726072174575,0.132405933245872,0.000534432892020867,0.0541289988932245,0.013651305084576
0.537828396569316,0.132690993735726,0.000536972372945112,0.054115612606826,0.0136379440467779
0.537916897807556,0.132880038268652,0.00053986807474183,0.0540929289980401,0.0136152852234159
0.538049306625478,0.13294124970607,0.000544604404902126,0.0540575200169912,0.0135799016269448
0.538242489888514,0.132880334644501,0.000554753993748097,0.0540063198012662,0.0135287275049905
0.538517691162246,0.132709982010164,0.000563568996293376,0.05393848164549,0.0134609163213641
0.538866325137808,0.132452445095646,0.000578168049794225,0.0538543106781658,0.0133767732953271
0.539297965697771,0.132105254373025,0.000594683263758875,0.0537556127998458,0.0132781044163323
0.539851012480506,0.131640959252134,0.000612811336036182,0.0536433798342088,0.0131659016027656
0.540526652384443,0.131072134500278,0.000631078883257281,0.0535204120762001,0.0130429652460935
0.541304958500926,0.13041840660311,0.000651689834609255,0.0533914354292496,0.0129140212525004
0.542185132413714,0.129698569883047,0.000674538448294142,0.0532590351629503,0.0127816554445786
0.543155783892942,0.128928685384077,0.000699296845915097,0.0531264256025558,0.0126490824880683
0.544199755987586,0.128117795195914,0.000724592335839983,0.05299689746539,0.0125195914325825
0.5453154492249,0.127283034716614,0.000750034356951919,0.0528706380651289,0.0123933714371386
0.546494983981743,0.126435556841852,0.000775392381449898,0.0527481810970014,0.0122709542830884
0.547731822499625,0.12558481984716,0.000804030639816035,0.0526297299966367,0.0121525428292793
0.54902403238465,0.124733749177654,0.000830505905120344,0.0525148437764061,0.0120376973529352
0.55037363430362,0.123880467168982,0.000855257168025757,0.0524029767068605,0.0119258729100865
0.551786066259623,0.123020067297469,0.000879160569022981,0.0522939539620456,0.0118168989000568
